Date/Time (UTC),vehicleRealtimeNavData.latitude (ddeg),vehicleRealtimeNavData.longitude (ddeg),event_value,event_free_text,event_author,event_option.milestone,event_option.filename,event_option.actions,event_option.type,event_option.highlights,event_option.cabled_plug,event_option.dummy_plug,event_option.event_comment,event_option.nav,vehicleRealtimeNavData.local_x (meters),vehicleRealtimeNavData.local_y (meters),vehicleRealtimeNavData.roll (deg),vehicleRealtimeNavData.pitch (deg),vehicleRealtimeNavData.heading (deg),vehicleRealtimeNavData.depth (meters),vehicleRealtimeNavData.altitude (meters),vehicleRealtimeFramegrabberData.camera_name_1,vehicleRealtimeFramegrabberData.filename_1,vehicleRealtimeFramegrabberData.camera_name_2,vehicleRealtimeFramegrabberData.filename_2,vehicleRealtimeFramegrabberData.camera_name_3,vehicleRealtimeFramegrabberData.filename_3,vehicleRealtimeFramegrabberData.camera_name_4,vehicleRealtimeFramegrabberData.filename_4,vehicleReNavData.pitch (deg),vehicleReNavData.roll (deg),vehicleTemperatureProbe.probe1_temperature (degC),vehicleTemperatureProbe.probe2_temperature (degC),vehicleTemperatureProbe.probe3_temperature (degC),vehicleTemperatureProbe.probe4_temperature (degC),id
"2024-08-16T15:00:01.528Z","44.6337963","-124.3075184","ASNAP","","admin","","","","","","","","","","44.48","13.10","2.5","-1.2","183.65","80.19","1.29","SciCam","/SciCam.20240816_150001528.jpg","PilotCam","/PilotCam.20240816_150001528.jpg","BrowCam","/BrowCam.20240816_150001528.jpg","UserSelect","/UserSelect.20240816_150001528.jpg","","","-999.99","7.33","-999.99","-999.99","66bf6971111b2e001a29cf47"
"2024-08-16T15:00:16.560Z","44.6337962","-124.3075184","ASNAP","","admin","","","","","","","","","","44.48","13.09","2.5","-1.2","183.65","80.25","1.28","SciCam","/SciCam.20240816_150016560.jpg","PilotCam","/PilotCam.20240816_150016560.jpg","BrowCam","/BrowCam.20240816_150016560.jpg","UserSelect","/UserSelect.20240816_150016560.jpg","","","-999.99","7.40","-999.99","-999.99","66bf6980111b2e001a29cf4b"
"2024-08-16T15:00:31.592Z","44.6337962","-124.3075184","ASNAP","","admin","","","","","","","","","","44.48","13.09","2.5","-1.2","183.65","80.27","1.30","SciCam","/SciCam.20240816_150031592.jpg","PilotCam","/PilotCam.20240816_150031592.jpg","BrowCam","/BrowCam.20240816_150031592.jpg","UserSelect","/UserSelect.20240816_150031592.jpg","","","-999.99","7.37","-999.99","-999.99","66bf698f111b2e001a29cf4f"
"2024-08-16T15:00:46.621Z","44.6337962","-124.3075184","ASNAP","","admin","","","","","","","","","","44.48","13.09","2.5","-1.2","183.65","80.24","1.34","SciCam","/SciCam.20240816_150046621.jpg","PilotCam","/PilotCam.20240816_150046621.jpg","BrowCam","/BrowCam.20240816_150046621.jpg","UserSelect","/UserSelect.20240816_150046621.jpg","","","-999.99","7.34","-999.99","-999.99","66bf699e111b2e001a29cf53"
"2024-08-16T15:01:01.653Z","44.6337962","-124.3075184","ASNAP","","admin","","","","","","","","","","44.48","13.09","2.5","-1.3","183.66","80.27","1.30","SciCam","/SciCam.20240816_150101653.jpg","PilotCam","/PilotCam.20240816_150101653.jpg","BrowCam","/BrowCam.20240816_150101653.jpg","UserSelect","/UserSelect.20240816_150101653.jpg","","","-999.99","7.28","-999.99","-999.99","66bf69ad111b2e001a29cf57"
"2024-08-16T15:01:16.685Z","44.6337963","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.10","2.5","-1.2","183.66","80.24","1.30","SciCam","/SciCam.20240816_150116685.jpg","PilotCam","/PilotCam.20240816_150116685.jpg","BrowCam","/BrowCam.20240816_150116685.jpg","UserSelect","/UserSelect.20240816_150116685.jpg","","","-999.99","7.23","-999.99","-999.99","66bf69bc111b2e001a29cf5b"
"2024-08-16T15:01:31.710Z","44.6337963","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.10","2.5","-1.3","183.66","80.25","1.28","SciCam","/SciCam.20240816_150131710.jpg","PilotCam","/PilotCam.20240816_150131710.jpg","BrowCam","/BrowCam.20240816_150131710.jpg","UserSelect","/UserSelect.20240816_150131710.jpg","","","-999.99","7.35","-999.99","-999.99","66bf69cb111b2e001a29cf5f"
"2024-08-16T15:01:46.738Z","44.6337962","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.09","2.5","-1.3","183.66","80.27","1.29","SciCam","/SciCam.20240816_150146738.jpg","PilotCam","/PilotCam.20240816_150146738.jpg","BrowCam","/BrowCam.20240816_150146738.jpg","UserSelect","/UserSelect.20240816_150146738.jpg","","","-999.99","7.33","-999.99","-999.99","66bf69da111b2e001a29cf63"
"2024-08-16T15:02:01.770Z","44.6337962","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.09","2.5","-1.3","183.66","80.23","1.33","SciCam","/SciCam.20240816_150201770.jpg","PilotCam","/PilotCam.20240816_150201770.jpg","BrowCam","/BrowCam.20240816_150201770.jpg","UserSelect","/UserSelect.20240816_150201770.jpg","","","-999.99","7.21","-999.99","-999.99","66bf69e9111b2e001a29cf67"
"2024-08-16T15:02:16.800Z","44.6337963","-124.3075182","ASNAP","","admin","","","","","","","","","","44.49","13.10","2.5","-1.3","183.66","80.26","1.28","SciCam","/SciCam.20240816_150216800.jpg","PilotCam","/PilotCam.20240816_150216800.jpg","BrowCam","/BrowCam.20240816_150216800.jpg","UserSelect","/UserSelect.20240816_150216800.jpg","","","-999.99","7.44","-999.99","-999.99","66bf69f8111b2e001a29cf6b"
